时间,创意名称,创意ID,计划名称,计划ID,笔记/素材ID,笔记/素材链接,笔记标题,商品名称,spuId,消费,展现量,点击率,视频5s完播率,点击量,店铺新客支付金额,平均点击成本,平均千次展示费用,新客消耗,新客曝光,新客点击,新客点击率,新客平均点击成本,新客平均千次展示费用,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,商品1日支付订单量,商品1日支付订单成本,商品1日支付金额,商品1日支付ROI,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,首屏展现,首屏点击,首屏消耗,首屏展现占比,首屏点击占比,首屏消耗占比,7日支付转化率,店铺新客首购及30日复购支付订单量,店铺新客首购及30日复购支付金额,店铺新客首购及30日复购支付ROI
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338658,三文鱼购买意图测试_复制,199033726,6a01314900000000070251ff,https://www.xiaohongshu.com/explore/6a01314900000000070251ff?xsec_token=WBDKD46_DUTJ9vYh-kCNnexCO0vJmXbXXT2KGjWTl4wOM=&xsec_source=pc_wind_export,100多直接囤够了我一周的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,5,0.0%,0.0%,0,0.0,0.0,0.0,0.0,5,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,60.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338659,三文鱼购买意图测试_复制,199033726,6a0adf8b00000000060354c9,https://www.xiaohongshu.com/explore/6a0adf8b00000000060354c9?xsec_token=WB1lg-HsX1phnQPRPGvSXxxwcB9pnKcc2Nnw65PgVQlag=&xsec_source=pc_wind_export,区区300多，解决了我一周的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,14,0.0%,0.0%,0,0.0,0.0,0.0,0.0,14,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0,0.0,42.86%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338660,三文鱼购买意图测试_复制,199033726,69fbf383000000001f0026f2,https://www.xiaohongshu.com/explore/69fbf383000000001f0026f2?xsec_token=WBzNd46lhmIsvp79JBWIHtWuteEWy8okhO9Jn99OEa_NE=&xsec_source=pc_wind_export,300 来块的购买力，一整条够吃一个月了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,5.48,151,8.61%,0.0%,13,0.0,0.42,36.29,5.48,151,13,8.61%,0.42,36.29,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,2,0.19,19.87%,15.38%,3.47%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338661,三文鱼购买意图测试_复制,199033726,69e9b784000000001a02cb8f,https://www.xiaohongshu.com/explore/69e9b784000000001a02cb8f?xsec_token=WB_r8Pmld9_PNU8jUrWyioxKM_kTlLqYO4eeOtG6AVAkU=&xsec_source=pc_wind_export,太适合上班带饭了，一次一袋,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,66.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338662,三文鱼购买意图测试_复制,199033726,69ff071c0000000023014578,https://www.xiaohongshu.com/explore/69ff071c0000000023014578?xsec_token=WBjLY0TzAxpc89nJk3zUBEvMlitDYRCwnMEOC7Js-jIjs=&xsec_source=pc_wind_export,对不起了 sam ！还是这种整条的更有性价比,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.29,15,13.33%,0.0%,2,0.0,0.14,19.33,0.29,15,2,13.33%,0.14,19.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0.15,20.0%,50.0%,51.72%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338663,三文鱼购买意图测试_复制,199033726,6a02f7380000000006030f12,https://www.xiaohongshu.com/explore/6a02f7380000000006030f12?xsec_token=WBySaZkgFYdqOm1e60l_7Q-5PHrmbUb-LkardStITdq6k=&xsec_source=pc_wind_export,某姆的品质pxx的价格！,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,7.28,261,9.96%,0.0%,26,0.0,0.28,27.89,7.28,261,26,9.96%,0.28,27.89,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,99,14,5.41,37.93%,53.85%,74.22%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338665,三文鱼购买意图测试_复制,199033726,69df3dc3000000001d01fb12,https://www.xiaohongshu.com/explore/69df3dc3000000001d01fb12?xsec_token=WBr6e67ib6aWGvmT-Z0HGrMcCXzjtMxroP8t1KMC8QIlM=&xsec_source=pc_wind_export,比Sam都实惠的整条三文鱼,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.77,31,16.13%,0.0%,5,0.0,0.15,24.84,0.77,31,5,16.13%,0.15,24.84,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,3,0.65,29.03%,60.0%,84.42%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338666,三文鱼购买意图测试_复制,199033726,6a0486c700000000080030dc,https://www.xiaohongshu.com/explore/6a0486c700000000080030dc?xsec_token=WBt7rSgEElfH_1F3aAGvx6KkKeSxXZ5tor-qrfRNY1VkE=&xsec_source=pc_wind_export,超市三文鱼看着精致，但整条分装真的更划算,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,3.87,24,8.33%,0.0%,2,438.0,1.94,161.25,3.87,24,2,8.33%,1.94,161.25,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,3.87,438.0,113.18,1,3.87,438.0,113.18,1,3.87,438.0,113.18,1,0,0.0,4.17%,0.0%,0.0%,50.0%,1,438.0,113.18
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338667,三文鱼购买意图测试_复制,199033726,6a07df2a0000000008003f03,https://www.xiaohongshu.com/explore/6a07df2a0000000008003f03?xsec_token=WBjvHi-3NfZN4yO2uim0nd0jsgoAm8YmVGUVdYJKRvpRc=&xsec_source=pc_wind_export,年轻人已经对100块钱的购买力没概念了...,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,1.89,60,11.67%,0.0%,7,0.0,0.27,31.5,1.89,59,7,11.86%,0.27,32.03,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,3,0.39,18.33%,42.86%,20.8%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338669,三文鱼购买意图测试_复制,199033726,69e85ce5000000001f0004ce,https://www.xiaohongshu.com/explore/69e85ce5000000001f0004ce?xsec_token=WBVSwmN5xyFULseXUlf5AKqV76l5LLTGkCw66WFk5ylMM=&xsec_source=pc_wind_export,带饭三个月，存了一万二,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.75,24,20.83%,0.0%,5,0.0,0.15,31.25,0.75,24,5,20.83%,0.15,31.25,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2,0.05,20.83%,40.0%,6.67%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338670,三文鱼购买意图测试_复制,199033726,6a00711300000000060337af,https://www.xiaohongshu.com/explore/6a00711300000000060337af?xsec_token=WBNaW9w9YXZXRGJyPVY3Z-sRFfD-Tu7GdS6dpTHjwptRQ=&xsec_source=pc_wind_export,区区 300 来块够我吃一个月减脂餐了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338671,三文鱼购买意图测试_复制,199033726,69dca905000000002202add5,https://www.xiaohongshu.com/explore/69dca905000000002202add5?xsec_token=WBweZPjNCIf57S0Tpf9yKo3X6iIagY8-Q5yiIpa9Nd-Xg=&xsec_source=pc_wind_export,太喜欢这个整条三文鱼了，比Sam实惠多了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,8.16,64,18.75%,0.0%,12,0.0,0.68,127.5,8.16,64,12,18.75%,0.68,127.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,6,0.33,23.44%,50.0%,4.07%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338673,三文鱼购买意图测试_复制,199033726,69eefd7b000000001b021cad,https://www.xiaohongshu.com/explore/69eefd7b000000001b021cad?xsec_token=WBXd5XYfKQgURMRXdkytgJpIY9vwfF8g8q__D45tR56Ig=&xsec_source=pc_wind_export,区区300块够吃半个月三文鱼了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.15,4,25.0%,0.0%,1,0.0,0.15,37.5,0.15,4,1,25.0%,0.15,37.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338675,三文鱼购买意图测试_复制,199033726,6a008b820000000007022b66,https://www.xiaohongshu.com/explore/6a008b820000000007022b66?xsec_token=WBNaW9w9YXZXRGJyPVY3Z-scju8MwXdymUfYczmRvAG9o=&xsec_source=pc_wind_export,300 多就能搞定 1 个多月的减脂餐，超划算,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.10,4,25.0%,0.0%,1,0.0,0.1,25.0,0.1,4,1,25.0%,0.1,25.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338676,三文鱼购买意图测试_复制,199033726,6a08835a0000000008033581,https://www.xiaohongshu.com/explore/6a08835a0000000008033581?xsec_token=WB7404GBEU4WM5h2jCjrXPPEijU_ofHO_IovVG7g1CVO8=&xsec_source=pc_wind_export,给孩子补充营养首选，三文鱼是唯一真神,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.22,29,6.9%,0.0%,2,0.0,0.11,7.59,0.22,29,2,6.9%,0.11,7.59,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2,0.22,37.93%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338677,三文鱼购买意图测试_复制,199033726,6a0833f200000000080001ac,https://www.xiaohongshu.com/explore/6a0833f200000000080001ac?xsec_token=WB7404GBEU4WM5h2jCjrXPPEq6GNJFHLgp9HbGxRpRPGo=&xsec_source=pc_wind_export,和老爸商量了推出减脂三文鱼小包装,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,7.51,73,13.7%,0.0%,10,0.0,0.75,102.88,7.51,70,10,14.29%,0.75,107.29,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2,0.25,16.44%,20.0%,3.33%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338678,三文鱼购买意图测试_复制,199033726,6a057512000000000702fc66,https://www.xiaohongshu.com/explore/6a057512000000000702fc66?xsec_token=WBnb0V4DlrNrvUl81VwNXc6rXqhSvyeT7T_B6TVn2idVs=&xsec_source=pc_wind_export,和老爸商量了，推出一人食小包装三文鱼,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,16,0.0%,0.0%,0,0.0,0.0,0.0,0.0,16,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338679,三文鱼购买意图测试_复制,199033726,6a02f2700000000008032c9a,https://www.xiaohongshu.com/explore/6a02f2700000000008032c9a?xsec_token=WBySaZkgFYdqOm1e60l_7Q-yExzsAppFQZpe7liijQGZI=&xsec_source=pc_wind_export,区区300块承包了我半个多月的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.43,4,25.0%,0.0%,1,0.0,0.43,107.5,0.43,4,1,25.0%,0.43,107.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338680,三文鱼购买意图测试_复制,199033726,69de619f000000002301d137,https://www.xiaohongshu.com/explore/69de619f000000002301d137?xsec_token=WB6aCridiXISngypG1Ftc3xPhbx0e4Ed9fCJtOEdrsMGo=&xsec_source=pc_wind_export,以前是河马，现在是小红书,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,8,0.0%,0.0%,0,0.0,0.0,0.0,0.0,8,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,37.5%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338681,三文鱼购买意图测试_复制,199033726,6a0ed586000000000702c107,https://www.xiaohongshu.com/explore/6a0ed586000000000702c107?xsec_token=WBbTqC4OBzZn9acJqWbya45lOg1bHEjbEST-mUlbX1ih4=&xsec_source=pc_wind_export,300来块解决我半个月的健康晚餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338682,三文鱼购买意图测试_复制,199033726,6a0828fd0000000007011179,https://www.xiaohongshu.com/explore/6a0828fd0000000007011179?xsec_token=WB7404GBEU4WM5h2jCjrXPPPxnhkFTua_DUw9cwJTs_rg=&xsec_source=pc_wind_export,300多整条三文鱼，装了我整个冰箱,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.01,7,14.29%,0.0%,1,0.0,0.01,1.43,0.01,7,1,14.29%,0.01,1.43,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,0.01,28.57%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338683,三文鱼购买意图测试_复制,199033726,69fe9f1d000000001a02f888,https://www.xiaohongshu.com/explore/69fe9f1d000000001a02f888?xsec_token=WB2VBy9mpbMCuU83EPEYvzF6nsM5fQAFM9qERYsS9EAwE=&xsec_source=pc_wind_export,谁说 300 块不经花❓够我吃一个月三文鱼了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338684,三文鱼购买意图测试_复制,199033726,6a009be80000000006037bfd,https://www.xiaohongshu.com/explore/6a009be80000000006037bfd?xsec_token=WBNaW9w9YXZXRGJyPVY3Z-saWLK9NoRLStM4fCWae49pw=&xsec_source=pc_wind_export,谁还去日料店啊，一整条才 300 来块,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,2.98,6,16.67%,0.0%,1,0.0,2.98,496.67,2.98,6,1,16.67%,2.98,496.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338685,三文鱼购买意图测试_复制,199033726,69dbb9880000000022025a4f,https://www.xiaohongshu.com/explore/69dbb9880000000022025a4f?xsec_token=WBhc4mf568z6bxMhndg_EIpZQ7ucXbWy6OZVBkOd5Kwes=&xsec_source=pc_wind_export,跟爸妈商量好，推出整条三文鱼了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.01,57,1.75%,0.0%,1,0.0,0.01,0.18,0.01,56,1,1.79%,0.01,0.18,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,1,0.01,14.04%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338686,三文鱼购买意图测试_复制,199033726,6a02e0e5000000000702ed78,https://www.xiaohongshu.com/explore/6a02e0e5000000000702ed78?xsec_token=WBySaZkgFYdqOm1e60l_7Q-17yR-uibRo978rKgks2_Xg=&xsec_source=pc_wind_export,100多直接囤够了我一周的管理餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.13,15,6.67%,0.0%,1,0.0,0.13,8.67,0.13,15,1,6.67%,0.13,8.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,13.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338687,三文鱼购买意图测试_复制,199033726,69e73fad0000000022026a8e,https://www.xiaohongshu.com/explore/69e73fad0000000022026a8e?xsec_token=WB3jr8LcL2dZEV3PwoiB_ykBD-twqUJD3rlTBltNHb-Eg=&xsec_source=pc_wind_export,Xhs诚不欺我，三文鱼真的很大,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.46,35,2.86%,0.0%,1,0.0,0.46,13.14,0.46,35,1,2.86%,0.46,13.14,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0,0.0,17.14%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338689,三文鱼购买意图测试_复制,199033726,69dfa529000000001a02ef04,https://www.xiaohongshu.com/explore/69dfa529000000001a02ef04?xsec_token=WBr6e67ib6aWGvmT-Z0HGrMZJ4HUKHyFYh0LPP25YtF_M=&xsec_source=pc_wind_export,真的不比山母合马的差呀,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,5,0.0%,0.0%,0,0.0,0.0,0.0,0.0,5,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,60.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338690,三文鱼购买意图测试_复制,199033726,69e097ea0000000022028566,https://www.xiaohongshu.com/explore/69e097ea0000000022028566?xsec_token=WBrNevwLBkwPmTIIQnZuR7XhR7ru8rBdzLcbJKDeZjpZA=&xsec_source=pc_wind_export,区区 300 块够我吃一个月了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338692,三文鱼购买意图测试_复制,199033726,6a155d2f0000000007028fec,https://www.xiaohongshu.com/explore/6a155d2f0000000007028fec?xsec_token=WBqmCyuyJcyVJKObReSVhb65S53jPgSx3O_GIi7lseoFM=&xsec_source=pc_wind_export,100多直接囤够了我一周的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,6,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338693,三文鱼购买意图测试_复制,199033726,69e5ecdb000000002301d4b7,https://www.xiaohongshu.com/explore/69e5ecdb000000002301d4b7?xsec_token=WB9mJ7cWALZaYfKk0AJiQ3VhTzchxP1c5KC-xlcdg1O_s=&xsec_source=pc_wind_export,错过可惜！一整条鱼才300来块……,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-05-31,虾仁高购买意图测试_复制_20260528_160021,4929338694,三文鱼购买意图测试_复制,199033726,6a089376000000000803fe12,https://www.xiaohongshu.com/explore/6a089376000000000803fe12?xsec_token=WB7404GBEU4WM5h2jCjrXPPM_x92HO5dtGnxn3bFBVGzM=&xsec_source=pc_wind_export,我将放弃牛排转入三文鱼大家族,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.01,6,16.67%,0.0%,1,0.0,0.01,1.67,0.01,6,1,16.67%,0.01,1.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,16.67%,0.0%,0.0%,0.0%,0,0.0,0.0
