时间,笔记/素材ID,笔记/素材链接,笔记标题,消费,展现量,点击率,视频5s完播率,点击量,店铺新客支付金额,平均点击成本,平均千次展示费用,新客消耗,新客曝光,新客点击,新客点击率,新客平均点击成本,新客平均千次展示费用,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,商品1日支付订单量,商品1日支付订单成本,商品1日支付金额,商品1日支付ROI,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,首屏展现,首屏点击,首屏消耗,首屏展现占比,首屏点击占比,首屏消耗占比,7日支付转化率,店铺新客首购及30日复购支付订单量,店铺新客首购及30日复购支付金额,店铺新客首购及30日复购支付ROI
2026-06-01,69fbf383000000001f0026f2,https://www.xiaohongshu.com/explore/69fbf383000000001f0026f2?xsec_token=WBzNd46lhmIsvp79JBWIHtWuteEWy8okhO9Jn99OEa_NE=&xsec_source=pc_wind_export,300 来块的购买力，一整条够吃一个月了,29.37,592,10.64%,0.0%,63,0.0,0.47,49.61,28.04,588,62,10.54%,0.45,47.69,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,123,23,7.9,20.78%,36.51%,26.91%,0.0%,0,0.0,0.0
2026-06-01,69fdea87000000002003b62d,https://www.xiaohongshu.com/explore/69fdea87000000002003b62d?xsec_token=WBnEJxiOj3esSjVmAffb0KI4tRgBrs_xd6pSxRJDpkqk4=&xsec_source=pc_wind_export,和老爸商量后，推出专为独居姐妹做的小包装,0.11,11,9.09%,0.0%,1,0.0,0.11,10.0,0.11,11,1,9.09%,0.11,10.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.11,9.09%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-01,69fe9f1d000000001a02f888,https://www.xiaohongshu.com/explore/69fe9f1d000000001a02f888?xsec_token=WB2VBy9mpbMCuU83EPEYvzF6nsM5fQAFM9qERYsS9EAwE=&xsec_source=pc_wind_export,谁说 300 块不经花❓够我吃一个月三文鱼了,0.00,6,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,69ff071c0000000023014578,https://www.xiaohongshu.com/explore/69ff071c0000000023014578?xsec_token=WBjLY0TzAxpc89nJk3zUBEvMlitDYRCwnMEOC7Js-jIjs=&xsec_source=pc_wind_export,对不起了 sam ！还是这种整条的更有性价比,0.13,20,15.0%,0.0%,3,0.0,0.04,6.5,0.13,20,3,15.0%,0.04,6.5,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,0.05,10.0%,33.33%,39.02%,0.0%,0,0.0,0.0
2026-06-01,69ffd3480000000035032748,https://www.xiaohongshu.com/explore/69ffd3480000000035032748?xsec_token=WBjLY0TzAxpc89nJk3zUBEvBtF_ygP-DOFxqXFYJtmqh0=&xsec_source=pc_wind_export,69囤的虾仁，居然让我开始做饭了😂,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a00711300000000060337af,https://www.xiaohongshu.com/explore/6a00711300000000060337af?xsec_token=WBNaW9w9YXZXRGJyPVY3Z-sRFfD-Tu7GdS6dpTHjwptRQ=&xsec_source=pc_wind_export,区区 300 来块够我吃一个月减脂餐了,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a008b820000000007022b66,https://www.xiaohongshu.com/explore/6a008b820000000007022b66?xsec_token=WBNaW9w9YXZXRGJyPVY3Z-scju8MwXdymUfYczmRvAG9o=&xsec_source=pc_wind_export,300 多就能搞定 1 个多月的减脂餐，超划算,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a009be80000000006037bfd,https://www.xiaohongshu.com/explore/6a009be80000000006037bfd?xsec_token=WBNaW9w9YXZXRGJyPVY3Z-saWLK9NoRLStM4fCWae49pw=&xsec_source=pc_wind_export,谁还去日料店啊，一整条才 300 来块,0.16,13,15.38%,0.0%,2,0.0,0.08,12.31,0.16,13,2,15.38%,0.08,12.31,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a01314900000000070251ff,https://www.xiaohongshu.com/explore/6a01314900000000070251ff?xsec_token=WBDKD46_DUTJ9vYh-kCNnexCO0vJmXbXXT2KGjWTl4wOM=&xsec_source=pc_wind_export,100多直接囤够了我一周的减脂餐,0.01,10,10.0%,0.0%,1,0.0,0.01,1.0,0.01,10,1,10.0%,0.01,1.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a01813300000000070126cc,https://www.xiaohongshu.com/explore/6a01813300000000070126cc?xsec_token=WBDKD46_DUTJ9vYh-kCNnexOMDUalemQNg9L2wDzZL8nM=&xsec_source=pc_wind_export,69元5袋虾仁，一袋一顿真的很适合减脂期,0.58,2,50.0%,0.0%,1,0.0,0.58,290.0,0.58,2,1,50.0%,0.58,290.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a02e0e5000000000702ed78,https://www.xiaohongshu.com/explore/6a02e0e5000000000702ed78?xsec_token=WBySaZkgFYdqOm1e60l_7Q-17yR-uibRo978rKgks2_Xg=&xsec_source=pc_wind_export,100多直接囤够了我一周的管理餐,2.97,21,19.05%,0.0%,4,0.0,0.74,141.43,2.97,21,4,19.05%,0.74,141.43,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a02f2700000000008032c9a,https://www.xiaohongshu.com/explore/6a02f2700000000008032c9a?xsec_token=WBySaZkgFYdqOm1e60l_7Q-yExzsAppFQZpe7liijQGZI=&xsec_source=pc_wind_export,区区300块承包了我半个多月的减脂餐,0.00,7,0.0%,0.0%,0,0.0,0.0,0.0,0.0,7,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,14.29%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a02f4d1000000003501fb4d,https://www.xiaohongshu.com/explore/6a02f4d1000000003501fb4d?xsec_token=WBySaZkgFYdqOm1e60l_7Q-_QUnhHqqHh4yxdreCD7XaY=&xsec_source=pc_wind_export,现在年轻人，严重低估了69的购买力！,0.27,3,66.67%,0.0%,2,0.0,0.14,90.0,0.27,3,2,66.67%,0.14,90.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.11,33.33%,50.0%,40.74%,0.0%,0,0.0,0.0
2026-06-01,6a02f7380000000006030f12,https://www.xiaohongshu.com/explore/6a02f7380000000006030f12?xsec_token=WBySaZkgFYdqOm1e60l_7Q-5PHrmbUb-LkardStITdq6k=&xsec_source=pc_wind_export,某姆的品质pxx的价格！,3.38,262,8.4%,0.0%,22,0.0,0.15,12.9,3.38,262,22,8.4%,0.15,12.9,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,82,8,1.37,31.3%,36.36%,40.59%,0.0%,0,0.0,0.0
2026-06-01,6a0486c700000000080030dc,https://www.xiaohongshu.com/explore/6a0486c700000000080030dc?xsec_token=WBt7rSgEElfH_1F3aAGvx6KkKeSxXZ5tor-qrfRNY1VkE=&xsec_source=pc_wind_export,超市三文鱼看着精致，但整条分装真的更划算,0.05,26,3.85%,0.0%,1,0.0,0.05,1.92,0.05,25,1,4.0%,0.05,2.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.05,3.85%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-01,6a0497a3000000000603390d,https://www.xiaohongshu.com/explore/6a0497a3000000000603390d?xsec_token=WBt7rSgEElfH_1F3aAGvx6KmoMpvDiJwllNacppzWWSzs=&xsec_source=pc_wind_export,整条三文鱼8斤限时折扣！快冲吧,2.28,11,18.18%,0.0%,2,0.0,1.14,207.27,0.67,9,1,11.11%,0.67,74.44,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,1,0.67,18.18%,50.0%,29.39%,0.0%,0,0.0,0.0
2026-06-01,6a057512000000000702fc66,https://www.xiaohongshu.com/explore/6a057512000000000702fc66?xsec_token=WBnb0V4DlrNrvUl81VwNXc6rXqhSvyeT7T_B6TVn2idVs=&xsec_source=pc_wind_export,和老爸商量了，推出一人食小包装三文鱼,0.55,28,14.29%,0.0%,4,0.0,0.14,19.64,0.55,28,4,14.29%,0.14,19.64,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,7.14%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a058fd400000000070214cd,https://www.xiaohongshu.com/explore/6a058fd400000000070214cd?xsec_token=WBnb0V4DlrNrvUl81VwNXc6vG1qqzW1wwUCmGsy4obaDQ=&xsec_source=pc_wind_export,凭一己之力带动整个办公室自制减脂餐,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a05c7e60000000008025525,https://www.xiaohongshu.com/explore/6a05c7e60000000008025525?xsec_token=WBnb0V4DlrNrvUl81VwNXc6ng5eU5xXYDuYAUJnWlzBWc=&xsec_source=pc_wind_export,三文鱼扒 1000g 限时直降！,0.81,58,5.17%,0.0%,3,0.0,0.27,13.97,0.81,57,3,5.26%,0.27,14.21,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14,2,0.69,24.14%,66.67%,85.19%,0.0%,0,0.0,0.0
2026-06-01,6a07df2a0000000008003f03,https://www.xiaohongshu.com/explore/6a07df2a0000000008003f03?xsec_token=WBjvHi-3NfZN4yO2uim0nd0jsgoAm8YmVGUVdYJKRvpRc=&xsec_source=pc_wind_export,年轻人已经对100块钱的购买力没概念了...,2.00,97,10.31%,0.0%,10,0.0,0.2,20.62,2.0,97,10,10.31%,0.2,20.62,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,3,0.88,22.68%,30.0%,44.0%,0.0%,0,0.0,0.0
2026-06-01,6a0828fd0000000007011179,https://www.xiaohongshu.com/explore/6a0828fd0000000007011179?xsec_token=WB7404GBEU4WM5h2jCjrXPPPxnhkFTua_DUw9cwJTs_rg=&xsec_source=pc_wind_export,300多整条三文鱼，装了我整个冰箱,0.00,16,0.0%,0.0%,0,0.0,0.0,0.0,0.0,15,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a0833f200000000080001ac,https://www.xiaohongshu.com/explore/6a0833f200000000080001ac?xsec_token=WB7404GBEU4WM5h2jCjrXPPEq6GNJFHLgp9HbGxRpRPGo=&xsec_source=pc_wind_export,和老爸商量了推出减脂三文鱼小包装,2.90,130,12.31%,0.0%,16,0.0,0.18,22.31,2.9,129,16,12.4%,0.18,22.48,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,2,0.06,24.62%,12.5%,2.07%,0.0%,0,0.0,0.0
2026-06-01,6a08835a0000000008033581,https://www.xiaohongshu.com/explore/6a08835a0000000008033581?xsec_token=WB7404GBEU4WM5h2jCjrXPPEijU_ofHO_IovVG7g1CVO8=&xsec_source=pc_wind_export,给孩子补充营养首选，三文鱼是唯一真神,2.20,50,10.0%,0.0%,5,0.0,0.44,44.0,2.2,50,5,10.0%,0.44,44.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2,0.36,22.0%,40.0%,16.26%,0.0%,0,0.0,0.0
2026-06-01,6a089376000000000803fe12,https://www.xiaohongshu.com/explore/6a089376000000000803fe12?xsec_token=WB7404GBEU4WM5h2jCjrXPPM_x92HO5dtGnxn3bFBVGzM=&xsec_source=pc_wind_export,我将放弃牛排转入三文鱼大家族,0.17,10,30.0%,0.0%,3,0.0,0.06,17.0,0.17,10,3,30.0%,0.06,17.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0.09,30.0%,66.67%,52.94%,0.0%,0,0.0,0.0
2026-06-01,6a0ab2990000000008024a34,https://www.xiaohongshu.com/explore/6a0ab2990000000008024a34?xsec_token=WB1lg-HsX1phnQPRPGvSXxx4P8tj7vBC9j5cdt1_XFzN0=&xsec_source=pc_wind_export,坚持吃三文鱼后，才懂它为什么没平替,0.02,3,33.33%,0.0%,1,0.0,0.02,6.67,0.02,3,1,33.33%,0.02,6.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a0adf8b00000000060354c9,https://www.xiaohongshu.com/explore/6a0adf8b00000000060354c9?xsec_token=WB1lg-HsX1phnQPRPGvSXxxwcB9pnKcc2Nnw65PgVQlag=&xsec_source=pc_wind_export,区区300多，解决了我一周的减脂餐,0.00,9,0.0%,0.0%,0,0.0,0.0,0.0,0.0,9,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a0ed586000000000702c107,https://www.xiaohongshu.com/explore/6a0ed586000000000702c107?xsec_token=WBbTqC4OBzZn9acJqWbya45lOg1bHEjbEST-mUlbX1ih4=&xsec_source=pc_wind_export,300来块解决我半个月的健康晚餐,0.00,10,0.0%,0.0%,0,0.0,0.0,0.0,0.0,9,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,20.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a11b27c00000000070109ee,https://www.xiaohongshu.com/explore/6a11b27c00000000070109ee?xsec_token=WBOwa0ytgVWskLVLeVMM71UGHYT7-edU9g4d4s6PHJeRw=&xsec_source=pc_wind_export,sam对不起，还是小包装更有幸福感✌️,0.18,38,7.89%,0.0%,3,0.0,0.06,4.74,0.18,38,3,7.89%,0.06,4.74,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0,0.0,18.42%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a14124a00000000060346dd,https://www.xiaohongshu.com/explore/6a14124a00000000060346dd?xsec_token=WBcniDiE3NeW45GpPEE5PHWJeEXS7GcYu2IGWJCFWmECM=&xsec_source=pc_wind_export,69元5袋虾仁，一餐一包太适合上班带饭了,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-01,6a155d2f0000000007028fec,https://www.xiaohongshu.com/explore/6a155d2f0000000007028fec?xsec_token=WBqmCyuyJcyVJKObReSVhb65S53jPgSx3O_GIi7lseoFM=&xsec_source=pc_wind_export,100多直接囤够了我一周的减脂餐,0.11,16,12.5%,0.0%,2,0.0,0.06,6.88,0.11,16,2,12.5%,0.06,6.88,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,6.25%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,692e4f1e000000001f007cb8,https://www.xiaohongshu.com/explore/692e4f1e000000001f007cb8?xsec_token=WBiGQg1u-W4V8sZsIn-llKe09K1sE-ezo3qmFqx-a6cDo=&xsec_source=pc_wind_export,在小红书上买到了整条三文鱼…,0.34,5,40.0%,0.0%,2,0.0,0.17,68.0,0.34,5,2,40.0%,0.17,68.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.28,20.0%,50.0%,83.39%,0.0%,0,0.0,0.0
2026-06-02,69456f51000000001f006a7b,https://www.xiaohongshu.com/explore/69456f51000000001f006a7b?xsec_token=WB3bh0BH5K0kc2Hl-bqScR0Ec40inVmS5JK1W8C8ixc9s=&xsec_source=pc_wind_export,其实，300块能吃一个月的三文鱼😎,4.63,159,16.35%,0.0%,26,0.0,0.18,29.12,4.63,157,26,16.56%,0.18,29.49,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,13,2.12,28.3%,50.0%,45.68%,0.0%,0,0.0,0.0
2026-06-02,69b52200000000001f004cb6,https://www.xiaohongshu.com/explore/69b52200000000001f004cb6?xsec_token=WBL2_iYIGO6UEcDQe1uUQwb6xmxHp0BPJSoFdUuOke76E=&xsec_source=pc_wind_export,说一个撑死人但热量很低的东西,0.14,1,100.0%,0.0%,1,0.0,0.14,140.0,0.14,1,1,100.0%,0.14,140.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,69b91f54000000002800a745,https://www.xiaohongshu.com/explore/69b91f54000000002800a745?xsec_token=WBLvxvEeJzsnTuMSq7iu6mX_3g7dffoK8GGP0dMeGJVKw=&xsec_source=pc_wind_export,和老爹商量后，推出一人食小包装,1.38,62,17.74%,0.0%,11,0.0,0.13,22.26,1.38,62,11,17.74%,0.13,22.26,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,3,0.14,25.81%,27.27%,10.23%,0.0%,0,0.0,0.0
2026-06-02,69c2acd60000000028008317,https://www.xiaohongshu.com/explore/69c2acd60000000028008317?xsec_token=WBzXHWDou8TL24WFO1UUnRMDBGYfi3xf-4dKjxM3hn9XE=&xsec_source=pc_wind_export,感谢315，让我家无添加虾仁又爆单了,11.60,192,13.02%,0.0%,25,69.0,0.46,60.42,11.6,192,25,13.02%,0.46,60.42,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,11.6,69.0,5.95,1,11.6,69.0,5.95,1,11.6,69.0,5.95,26,11,5.74,13.54%,44.0%,49.51%,4.0%,1,69.0,5.95
2026-06-02,69c353ba000000001e00cbc5,https://www.xiaohongshu.com/explore/69c353ba000000001e00cbc5?xsec_token=WBfSC_n371aK-FHrCOLsf__tK2mgz-fW902ywsMrT6rRE=&xsec_source=pc_wind_export,同事总说我天天吃虾仁也太奢侈了……,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,69c3a5ab00000000280097e2,https://www.xiaohongshu.com/explore/69c3a5ab00000000280097e2?xsec_token=WBfSC_n371aK-FHrCOLsf__q5JRo-w40k0Zp0v9zR9CTQ=&xsec_source=pc_wind_export,长期主义的三文鱼，真的没有平替。。。,0.20,3,33.33%,0.0%,1,0.0,0.2,66.67,0.2,3,1,33.33%,0.2,66.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,69c4d7c300000000200387da,https://www.xiaohongshu.com/explore/69c4d7c300000000200387da?xsec_token=WBdSMwRhQgXYB0xSZvioQafvCSrOqsqcxByyPe4y62184=&xsec_source=pc_wind_export,真别低估了100来块的购买力，够吃半个月了,5.05,149,16.78%,0.0%,25,0.0,0.2,33.89,5.05,149,25,16.78%,0.2,33.89,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,18,5,1.62,12.08%,20.0%,32.15%,0.0%,0,0.0,0.0
2026-06-02,69d4d5d2000000001f00405e,https://www.xiaohongshu.com/explore/69d4d5d2000000001f00405e?xsec_token=WBMS8qGVarQUa2FNbegixQkgm8THhTlF7Fyho36Rp0C4s=&xsec_source=pc_wind_export,同品质虾仁，我们为什么比别家便宜？,0.00,6,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,69d8bbb8000000001f002f43,https://www.xiaohongshu.com/explore/69d8bbb8000000001f002f43?xsec_token=WBk3Y5Al2j2Wt5CBwCOGZ6qlFYnPk3QQKlbK2mNAJyMhE=&xsec_source=pc_wind_export,养殖虾和海捕虾，真的不是一种虾,1.63,27,11.11%,0.0%,3,0.0,0.54,60.37,1.63,27,3,11.11%,0.54,60.37,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,3.7%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-02,69dbb9880000000022025a4f,https://www.xiaohongshu.com/explore/69dbb9880000000022025a4f?xsec_token=WBhc4mf568z6bxMhndg_EIpZQ7ucXbWy6OZVBkOd5Kwes=&xsec_source=pc_wind_export,跟爸妈商量好，推出整条三文鱼了,1.87,111,10.81%,0.0%,12,0.0,0.16,16.85,1.87,111,12,10.81%,0.16,16.85,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,20,4,1.39,18.02%,33.33%,74.14%,0.0%,0,0.0,0.0
2026-06-02,69dca905000000002202add5,https://www.xiaohongshu.com/explore/69dca905000000002202add5?xsec_token=WBweZPjNCIf57S0Tpf9yKo3X6iIagY8-Q5yiIpa9Nd-Xg=&xsec_source=pc_wind_export,太喜欢这个整条三文鱼了，比Sam实惠多了,2.19,169,7.1%,0.0%,12,0.0,0.18,12.96,2.19,169,12,7.1%,0.18,12.96,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,46,7,1.99,27.22%,58.33%,91.14%,0.0%,0,0.0,0.0
